1519;2111;2260;6871;1239;6051
1533;7077;5605;1471;3918;3083
1552;2853;8776;4815;2943;3321
1559;4886;6125;92;9265;5
1571;8473;5611;7328;8689;2415
1589;3379;4623;9736;2824;8508
1598;7680;5740;6192;1858;3028
1610;9834;629;5884;1944;5291
1652;2507;9613;7751;4615;4880
1682;695;5738;4315;7048;8515
1720;2567;9180;9273;4449;6244
1748;6152;4679;5018;9379;6386
1823;4709;9306;4984;454;2568
1858;7680;1598;5740;6192;3028
1874;6894;5440;5611;6283;7328
1943;7107;7223;2033;9883;8623
1944;5884;7283;5291;2614;3618
1975;1137;9552;9659;6484;4860
1999;6262;5987;2843;9178;1467
2029;4073;2629;999;9449;9556
2033;7223;7107;3088;2171;3321
2051;2941;5437;1481;77;9883
2056;9142;2665;4086;1317;7038
2066;6155;7480;5083;1007;4727
2103;2551;2600;6143;5877;8290
2111;6871;2260;8129;6283;8515
2115;5426;565;6262;1999;9178
2147;5130;5435;735;284;3226
2171;3088;3321;2943;4815;8776
2210;9738;887;3723;6436;6794
2260;1239;6871;2111;1874;6894
2292;3952;6006;4869;8852;4610
2415;8689;7110;3289;379;6099
2446;5394;5465;893;5839;9665
2474;9045;58;4880;7751;4615
2499;77;452;5971;4565;1481
2507;1652;9613;7751;4615;4880
2516;7879;5691;2652;5369;8121
2535;6890;3772;372;5807;818
2551;2103;2600;6143;5877;192
2567;1720;9180;9273;4449;6244
2568;8745;4984;4709;1823;9306
2582;751;8996;2654;3698;9613
2600;2551;2103;6143;8290;5877
2614;5291;7283;1944;5884;3618
2617;4857;1002;6872;6841;837
2629;4073;2029;214;199;999
2652;5369;8121;4610;3952;2292
2654;8996;2582;751;8623;3698
2665;4086;1317;2056;9142;7038
2673;2915;9917;7040;7299;990
2690;7474;820;9764;7605;8670
2725;870;4015;804;4812;7033
2824;9736;4623;1589;3379;8508
2843;9178;6262;1999;3028;6783
2853;1552;8776;4815;2943;3321
2882;8752;4732;4548;7033;4860
2915;9917;7040;7299;2673;990
2941;2051;9556;999;9449;199
2943;3321;3088;2171;4815;8776
2945;1152;8204;6469;3006;6244
2966;5877;2103;2551;8290;2600
2988;6649;3103;6424;5733;4431
2996;4499;5917;893;1382;2446
3006;6118;2945;1152;8204;6469
3028;6783;2843;5740;9178;4827
3033;7597;8224;8526;4441;6249
3067;1044;5010;62;8818;5255
3075;7272;4396;6150;478;6982
3083;9668;4456;6784;8559;818
3088;2171;3321;2943;4815;8776
3090;95;7198;7570;9613;3698
3103;2988;6649;837;6424;9128
3206;5256;3727;7288;3362;639
3218;8818;4465;62;5010;3468
3226;284;735;539;5728;5184
3260;9403;5418;3899;5049;2516
3289;379;6099;7110;5433;2415
3293;6436;552;5355;9738;887
3321;2171;3088;2943;4815;8776
3362;639;5256;3206;3727;9125
3379;1589;4623;9736;2824;8508
3468;4465;8818;3218;62;5010
3486;9466;7865;5834;7038;318
3524;7398;1339;347;2474;58
3618;2614;5291;7283;5884;1944
3698;751;2582;9613;2654;8996
3723;2210;887;9738;6794;4566
3727;5256;3206;7288;3075;6150
3772;6890;2535;818;8559;4456
3785;4279;5113;9422;6294;6260
3833;8060;6707;67;7792;7365
3899;5418;2516;5049;8259;8224
3902;1117;4548;7033;2882;8752
3918;1471;7077;2474;58;9045
3952;2292;6006;4869;8852;8121
4015;870;2725;804;4812;7033
4073;2029;2629;999;9449;9556
4080;6910;5585;5255;1091;1044
4086;1317;2665;804;4812;7038
4211;7262;5394;5465;2446;893
4226;318;3486;9466;7865;1105
4279;3785;9422;5113;6294;6260
4315;7048;695;2824;9736;1682
4396;7272;6150;3075;478;6982
4431;4885;5733;6424;6649;2988
4441;6249;8526;8828;8660;3033
4449;6244;2945;1152;9273;9180
4456;9668;3083;6784;8559;818
4465;3468;8818;3218;5733;62
4499;5917;2996;893;5839;9659
4548;3902;1117;7033;2882;8752
4552;990;2673;4815;7299;9917
4565;1282;8175;5028;2499;912
4566;8587;1118;6794;6118;3723
4610;8121;5369;2652;2292;3952
4615;7751;4880;58;9045;2474
4623;1589;3379;9736;2824;8508
4631;9665;6344;5839;1452;8760
4679;5018;1748;6152;7040;2915
4682;5560;560;4717;6690;4823
4709;1823;4984;9306;454;2568
4717;6690;4823;5560;4682;560
4727;1007;1317;4086;804;2665
4732;2882;8752;4860;6484;4548
4812;804;4015;2725;870;4086
4815;8776;2943;1552;2853;3321
4823;6690;4717;5560;4682;560
4827;5740;6192;3028;5987;1598
4857;2617;1002;6872;6841;837
4860;6484;4732;2882;8752;4548
4869;8852;6006;2292;3952;8121
4880;7751;4615;58;9045;2474
4885;4431;5733;6424;6649;2988
4886;9265;6125;92;1559;5211
4984;4709;1823;2568;8745;9306
5010;62;3067;1044;8818;3218
5018;4679;1748;6152;2629;7040
5026;7391;8449;7743;9096;7398
5028;8175;1282;4565;1091;1243
5049;8224;7597;3033;8526;8259
5065;525;10001;7288;6982;478
5083;2066;6155;7480;1007;4727
5113;3785;4279;9422;6294;6260
5123;8327;637;9142;2056;9466
5129;9128;8949;629;1610;9834
5130;2147;5435;735;284;3226
5184;8240;3226;735;284;5728
5211;6182;1238;9634;9265;8356
5239;1467;5987;1999;6262;4827
5255;5585;1044;3067;4080;6910
5256;3206;3727;7288;3362;639
5280;6637;639;4073;2029;6747
5291;7283;2614;1944;5884;3618
5355;3293;6436;568;9738;552
5369;2652;8121;4610;3952;2292
5374;7139;9519;8508;539;8811
5394;5465;2446;893;5839;9665
5418;3899;2516;5049;8259;8224
5426;2115;565;6262;9178;1999
5432;9440;9883;912;2499;77
5433;6099;379;3289;7110;2415
5435;6469;8204;1152;2945;5130
5437;1481;5971;452;77;2499
5440;5611;6894;1874;7328;8473
5465;5394;2446;893;5839;9665
5560;560;4682;4717;6690;4823
5585;5255;6910;4080;1044;3067
5605;1533;7077;6784;1351;3083
5611;7328;5440;6894;8473;9390
5672;5433;6099;379;3289;7110
5691;7879;4610;2516;8121;2652
5728;6542;3226;284;735;9390
5733;4431;4885;6424;6649;2988
5738;1682;8515;695;5773;6051
5740;1598;7680;6192;4827;3028
5773;789;133;5738;9924;1682
5807;372;7570;7198;95;2535
5834;7038;7865;9466;3486;189
5839;2446;5394;5465;4631;9665
5877;2966;2103;2551;6143;2600
5884;1944;7283;5291;2614;3618
5898;695;7048;4315;9519;1682
5917;4499;2996;893;9659;5839
5971;452;1481;5437;77;2499
5987;1999;6262;2843;9178;1467
6006;8852;4869;2292;3952;8121
6007;7327;7396;1243;7093;8645
6051;5738;8515;5773;1682;2111
6099;379;3289;7110;5433;2415
6115;1237;9096;6429;8753;7031
6118;3006;1118;8587;1152;2945
6125;92;4886;1559;9265;1137
6143;2551;2103;2600;192;36
6150;4396;7272;3075;478;6982
6152;1748;4679;5018;9379;6386
6155;2066;7480;5083;1007;4727
6170;6487;9379;6386;9125;1169
6171;1351;6784;9668;3083;4456
6182;5211;1238;9634;9265;8356
6192;1598;7680;5740;4827;1858
6224;6761;36;192;8942;1169
6244;4449;2945;1152;8204;6469
6249;4441;8526;8828;8660;3033
6260;5113;3785;4279;9422;6294
6262;1999;5987;2843;9178;1467
6283;6894;7328;8129;9390;5611
6294;9422;3785;4279;5113;6260
6314;6747;5465;9665;6344;4631
6328;7590;8760;1452;6344;4631
6344;9665;4631;5839;1452;8760
6369;9849;9502;352;8872;478
6386;9379;9125;6170;6487;3362
6424;4431;4885;5733;6649;2988
6429;7031;8753;9096;4682;6690
6436;887;9738;2210;3293;5355
6443;8811;9519;539;5374;7139
6469;8204;1152;2945;5435;3006
6484;4860;4732;2882;8752;9659
6487;6170;9379;6386;1169;8942
6542;5728;9390;3226;284;735
6579;8449;7743;9440;5432;1943
6633;9634;1238;8356;5211;6182
6637;5280;639;4073;2029;6747
6649;2988;6424;3103;5733;4431
6664;1105;189;5834;7038;318
6690;4717;4823;5560;4682;560
6707;3833;8060;67;7792;7365
6747;639;6314;6637;5280;7288
6761;6224;36;8942;1169;192
6783;9924;3028;9178;2843;133
6784;3083;9668;4456;8559;818
6794;3723;4566;1118;8587;3006
6802;7365;67;7792;9552;4860
6841;1002;4857;2617;6872;568
6871;2111;2260;8129;6283;8515
6872;2617;4857;1002;837;8023
6890;3772;2535;818;8559;4456
6894;1874;5440;6283;5611;7328
6910;4080;5585;1091;5255;1044
6982;478;7272;3075;4396;6150
7031;8753;6429;4682;560;5560
7033;3902;1117;4548;8752;2882
7038;5834;7865;9466;3486;189
7040;2915;9917;7299;2673;990
7048;4315;695;2824;9736;1682
7077;1533;5605;1471;3918;7802
7093;8645;7327;6007;7396;3618
7107;7223;2033;1943;2171;3088
7110;3289;379;6099;5433;2415
7139;5374;9519;8508;539;8811
7162;1004;8872;6260;6369;9849
7198;7570;95;3090;5807;9613
7223;7107;2033;1943;2171;3088
7262;4211;9556;9449;999;5280
7272;4396;3075;6150;478;6982
7283;5291;2614;1944;5884;3618
7288;525;10001;5065;3206;5256
7299;9917;2915;7040;2673;990
7327;6007;7396;1243;7093;8645
7328;5611;9390;8473;5440;6283
7365;7792;67;6802;6707;8060
7391;5026;7398;1339;347;8449
7396;6007;7327;1243;7093;8645
7398;1339;347;3524;7391;5026
7474;2690;9764;820;7605;8670
7480;6155;2066;5083;1007;4727
7570;7198;95;3090;5807;9613
7590;6328;8760;1452;6344;4631
7597;3033;8224;8526;4441;6249
7605;946;820;9764;8670;2690
7680;1598;5740;6192;1858;3028
7743;8449;5026;4823;6690;4717
7751;4615;4880;58;9045;2474
7792;7365;67;6802;6707;8060
7802;7474;2690;8670;9764;7605
7865;9466;3486;5834;7038;318
7879;5691;4610;2516;8121;2652
8021;3468;8753;7031;1237;560
8023;8123;1382;4857;1002;2617
8060;3833;6707;67;7792;7365
8121;5369;2652;4610;3952;2292
8123;8023;1382;6872;837;4857
8129;8515;6283;3379;1589;4623
8175;1282;5028;4565;2499;1091
8204;6469;1152;2945;5435;3006
8224;7597;3033;8526;4441;6249
8240;5184;3226;735;284;5728
8259;8526;3033;8224;7597;4441
8290;2600;2103;2551;2966;5877
8327;637;5123;9142;2056;9466
8356;6633;1238;9634;5211;6182
8449;7743;5026;7391;4823;6579
8473;1571;5611;7328;9390;5440
8508;9736;2824;4623;1589;3379
8515;8129;1682;5738;2824;9736
8526;3033;7597;8224;4441;6249
8559;818;4456;9668;3083;3772
8587;1118;4566;6118;6794;3006
8623;8996;2654;2582;751;3698
8645;7093;3618;7327;6007;7396
8660;8828;6249;4441;8259;8526
8670;9764;946;7605;820;2690
8689;2415;7110;3289;379;6099
8745;2568;4984;4709;1823;9306
8752;2882;4732;4548;7033;4860
8753;7031;6429;4682;560;5560
8760;1452;4631;7590;6344;6328
8776;4815;2943;1552;2853;3321
8811;6443;9519;539;5374;7139
8818;4465;3468;62;5010;3218
8823;2673;199;214;2915;9917
8828;8660;6249;4441;8259;8526
8852;6006;4869;2292;3952;8121
8872;7162;1004;6260;6369;5113
8942;1169;36;6761;6224;192
8949;9128;5129;629;1610;9834
8996;2654;2582;751;8623;3698
9045;58;2474;4880;7751;4615
9096;6429;6115;7031;8753;6690
9125;6386;9379;6170;6487;3362
9128;8949;5129;629;1610;9834
9142;2056;2665;4086;1317;7865
9178;2843;6262;1999;6783;3028
9180;9273;474;1720;2567;4449
9265;4886;6125;92;1559;5211
9273;9180;474;1720;2567;4449
9306;1823;4709;454;4984;2568
9379;6386;9125;6170;6487;3362
9390;7328;6542;5611;5728;6283
9403;3260;5418;3899;5049;2516
9422;4279;3785;5113;6294;6260
9440;5432;9883;912;2499;77
9449;999;9556;214;199;2029
9466;7865;3486;5834;7038;318
9502;9849;6369;352;6982;478
9519;5374;7139;8811;5898;539
9552;1137;1975;6484;4860;9659
9556;9449;999;214;199;2941
9613;3698;751;3090;2582;95
9634;1238;6633;8356;6182;5211
9659;6484;4860;1975;4548;4732
9665;6344;4631;5839;1452;8760
9668;4456;3083;6784;8559;818
9736;2824;4623;1589;3379;8508
9738;2210;887;3723;6436;6794
9764;8670;7605;946;820;2690
9834;1610;629;5884;1944;5291
9849;6369;9502;352;478;6982
9883;9440;5432;912;2051;1943
9917;2915;7040;7299;2673;990
9924;6783;133;3028;789;9178
10001;525;5065;7288;6982;478
8826;5049;3260;9403;8224;7597
3068;3090;7570;7198;95;3772
43;3273;5739;1221;544;2990
46;4305;1663;8437;5461;9417
68;2698;958;5349;8971;8794
81;8288;5420;2894;4667;6884
127;5169;2001;6927;8140;8973
130;9206;4387;2748;1806;1783
168;7931;9124;6169;7051;9506
198;5953;8527;1762;5657;6884
213;614;1601;6387;7634;4502
225;3482;6490;2092;6133;9637
231;5863;6245;2050;6908;9787
271;7102;6459;4257;4464;3072
342;5633;6809;2730;2080;2050
350;8664;5357;6619;926;5371
375;2099;1518;7817;9861;2353
380;8055;5382;6939;4141;6250
394;3185;8285;1675;5045;5919
426;3414;7812;6626;4660;5574
480;5649;730;8044;8074;843
501;910;7405;4267;3749;1965
509;4557;4523;786;1019;6652
544;1221;5739;7934;9643;1657
600;3609;6682;4470;5527;4523
614;1601;6387;7634;4502;4008
633;4304;2813;5604;1732;7068
659;3344;6636;9448;9506;8908
667;3732;4618;5705;3846;3882
674;8912;3852;9064;3908;843
675;8977;8881;3436;9567;3916
686;4870;3051;4089;8963;1639
717;6401;8736;5383;8066;8074
730;8044;8074;480;5649;3497
786;509;8892;6652;3199;5040
801;1806;2748;8939;3134;4387
833;6694;8133;4053;6760;4257
843;3908;9064;3497;3852;8912
900;4419;2807;1188;9677;7185
909;1372;7619;6814;9889;1116
910;501;7405;4267;3749;1965
913;1639;6596;4019;3051;686
926;5371;1675;8498;8664;350
958;8971;6957;5349;8794;2698
961;9417;5461;1556;8437;46
965;7153;9708;4019;3582;4034
1019;4008;4502;6387;7634;1601
1031;7703;9372;3405;1113;3753
1071;8065;3190;4034;3582;5339
1077;8704;7068;1732;9514;5924
1113;8439;1031;4310;4283;2376
1116;7549;5357;6619;9889;2712
1188;2807;4419;900;3550;4660
1221;544;5739;9643;7934;1657
1274;5569;5253;6954;8892;5040
1363;8939;3134;5339;1619;6353
1372;909;7619;6814;9889;1116
1396;9642;4845;2080;2730;2974
1411;6801;2340;7140;3377;7201
1514;4674;6189;6669;4511;9787
1518;7817;9861;2099;2353;4162
1526;9237;2459;7772;6011;9973
1555;3893;5791;5220;9145;4572
1556;961;9417;5461;8437;46
1570;5937;4901;3753;9372;3405
1601;614;6387;7634;4502;4008
1619;6353;9140;3922;1957;7840
1639;913;6596;4019;3051;686
1640;8414;7934;6909;8323;544
1643;3547;1993;9413;1526;9237
1645;3377;5383;1411;6801;2340
1657;9643;7934;1221;544;5739
1663;4305;46;8437;5461;9417
1668;4141;2894;380;8055;9768
1675;8498;8285;3185;394;5919
1732;7068;4304;633;5604;2813
1762;8527;5657;6189;6669;198
1783;4387;9206;130;8455;2748
1806;2748;9206;130;4387;801
1867;2658;5216;6509;4704;2902
1920;4370;5349;7589;9612;4637
1932;6540;2974;5895;5962;2364
1957;7840;5687;1619;6353;9140
1965;7801;7405;501;910;4267
1968;5872;8454;8054;8328;6497
1993;1526;1643;9237;2459;3547
2001;8140;127;6927;5169;8973
2050;6809;5633;342;6245;5863
2080;2730;5633;342;6809;1396
2092;6490;3482;225;6133;9637
2099;1518;7817;9861;5821;6379
2168;9339;8187;7887;3160;2442
2340;7140;6801;1411;3377;7201
2353;4162;7817;9861;1518;5821
2364;5962;6417;7201;4447;8963
2376;7707;4310;1556;6618;4283
2391;5648;4572;5791;9145;5220
2442;8187;4637;9612;7589;6957
2459;9237;7772;6011;1526;9973
2513;6470;5596;3781;9721;1570
2658;5216;1867;6509;4704;2902
2698;68;958;5349;8140;8971
2712;6619;5357;7549;1116;350
2730;2080;5633;342;6809;1396
2748;1806;9206;130;4387;801
2789;8081;8804;5638;8973;6927
2807;1188;4419;900;3550;4660
2813;633;5604;4304;1732;7068
2848;3072;9972;7102;4464;271
2859;9188;4478;9514;5924;8324
2894;5420;4667;81;9441;1668
2902;4704;8313;3402;8328;6250
2974;5895;1932;6540;1396;9642
2990;8795;3750;6431;5739;43
3051;686;4870;4089;1639;913
3072;2848;9972;7102;271;4464
3122;9768;4141;380;8055;1668
3134;8939;1363;801;7840;1957
3160;7887;8757;2168;9339;8908
3163;6141;3934;8455;4099;3506
3179;1555;3893;5791;3809;5220
3185;8285;5919;394;8498;1675
3190;8065;1071;4034;3582;5339
3199;786;4673;509;4557;4523
3233;9677;7185;9721;900;4419
3270;8208;3743;6584;8927;4845
3273;43;5739;1221;544;9643
3344;659;6636;9448;9506;8908
3377;1411;6801;1645;2340;7140
3402;8313;6250;2902;4704;8328
3405;9372;7703;3753;1570;5937
3414;6626;4660;7812;426;5574
3436;9567;3916;8881;8977;675
3482;225;6490;2092;6133;9637
3488;7801;1965;501;6209;910
3497;9064;3908;843;3852;8912
3506;3934;9707;6482;6141;5657
3547;1643;9413;1993;9441;1526
3550;1188;2807;5648;2391;4419
3582;4034;1071;3190;8065;7614
3609;6682;600;4470;5527;4523
3732;667;4618;5705;3882;9972
3743;8927;8208;3270;6584;4845
3749;4267;910;501;7405;1965
3750;6431;8795;2990;43;4694
3753;4901;5937;1570;9372;3405
3781;5596;2513;6470;9721;1570
3809;4040;4162;2353;9861;7817
3846;6760;5649;667;843;3908
3852;8912;3497;674;9064;3908
3882;3732;4618;5705;9972;667
3893;1555;5791;5220;9145;4572
3908;9064;843;3497;3852;8912
3916;9567;3436;8881;8977;675
3922;9140;6353;1619;5687;8744
3934;6141;3506;9707;6482;3163
3944;5383;8919;5267;1645;717
4008;1019;4502;6387;7634;1601
4019;9708;965;7153;6596;3582
4034;3582;1071;3190;8065;7614
4040;3809;4162;2353;9861;7817
4053;8133;4464;6459;4257;271
4089;3051;4870;686;5687;7840
4099;2459;9237;6011;7772;1526
4141;1668;380;8055;5382;9768
4162;2353;9861;7817;1518;5821
4257;6459;271;4464;7102;6760
4267;3749;501;910;7405;1965
4283;3753;4901;5937;1570;1031
4304;633;2813;5604;1732;7068
4305;1663;46;8437;5461;9417
4310;2376;7707;6618;1113;5045
4370;1920;5349;7589;9612;4637
4387;1783;9206;130;2748;1806
4419;900;2807;1188;9677;7185
4447;7201;6417;6133;9637;225
4464;6459;4257;7102;271;2848
4470;5527;600;3609;6682;4557
4478;9188;8324;2859;9514;5924
4502;6387;7634;1601;614;4008
4511;9787;7901;6189;6669;1514
4523;4557;5527;4470;509;600
4557;4523;5527;4470;509;600
4572;5791;2391;3893;1555;5648
4618;5705;3732;271;7102;9972
4637;7589;9612;2442;8187;6957
4660;6626;3414;7812;426;5574
4667;5420;2894;9441;81;9413
4673;3199;9365;9937;786;509
4674;1514;6189;6669;4511;9787
4694;6431;3750;9708;8795;43
4704;2902;8313;3402;8328;6250
4845;9642;8927;1396;3743;8208
4870;686;3051;4089;8963;1639
4901;5937;1570;3753;9372;3405
4930;5376;3344;659;8851;9339
4995;6379;5821;7708;2099;2353
5040;7738;8892;8054;8454;6497
5045;6618;394;3185;8285;5919
5169;127;2001;6927;8140;5349
5216;2658;1867;6509;4704;2902
5220;9145;5791;1555;3893;2391
5253;5569;6954;1274;5040;7738
5267;8919;3944;3497;9064;3908
5339;8065;3190;1071;6353;3922
5349;1920;958;2698;68;4370
5357;6619;2712;7549;1116;350
5371;926;1675;8498;8664;350
5376;4930;3344;659;7801;1965
5382;8055;380;6939;6250;6509
5383;717;6401;8736;3944;1645
5420;4667;2894;81;9441;8288
5461;9417;961;1556;8437;46
5527;4470;600;3609;6682;4557
5552;9937;9365;4673;7075;9240
5569;5253;6954;1274;5040;7738
5574;426;7812;3414;6626;4660
5596;6470;2513;3781;9721;1570
5604;2813;4304;633;1732;7068
5633;6809;342;2730;2080;2050
5638;2789;8081;8804;7634;4502
5648;2391;3550;4572;5791;9145
5649;480;843;3908;9064;730
5657;1762;8527;9707;6669;6189
5679;8044;8074;8066;8736;717
5687;1957;7840;6353;9140;3922
5705;4618;3732;271;7102;9972
5739;1221;544;43;9643;1657
5790;9523;7710;8683;2050;8853
5791;3893;1555;9145;5220;4572
5821;6379;4995;2099;2353;7817
5863;6245;231;2050;6908;9787
5872;1968;8454;8054;8328;6497
5895;2974;1932;6540;1396;9642
5919;3185;8285;394;8498;1675
5924;9514;2859;9188;4478;8324
5937;4901;1570;3753;9372;3405
5953;198;9937;8527;1762;6884
5962;2364;6417;7201;4447;8963
6011;7772;9973;9237;2459;1526
6133;9637;4447;225;6490;2092
6141;3934;3506;9707;3163;6482
6169;9124;168;7931;9958;8757
6189;6669;7901;1762;8527;1514
6209;8105;7051;6636;9448;9506
6245;5863;231;2050;6908;9787
6250;8313;3402;2902;4704;8328
6353;9140;3922;1619;5687;8744
6379;5821;4995;2099;2353;7817
6387;7634;4502;1601;614;4008
6401;8736;717;5383;8066;8074
6417;4447;7201;6133;9637;2364
6431;3750;8795;2990;43;4694
6459;4257;271;4464;7102;4053
6470;2513;5596;3781;9721;1570
6482;3506;3934;9707;6141;8288
6490;2092;3482;225;6133;9637
6497;8328;7738;8454;8054;5040
6509;1867;2658;5216;6939;2902
6540;1932;8963;5895;2974;5962
6582;7075;9240;9845;5574;7710
6584;3270;8208;3743;2092;9637
6596;913;1639;4019;9708;3273
6618;5045;394;3185;8285;5919
6619;5357;2712;7549;1116;350
6626;3414;4660;7812;426;5574
6636;9448;9506;8908;7051;8105
6652;213;786;1274;509;8892
6669;6189;7901;1762;8527;5657
6682;3609;600;4470;5527;4523
6694;833;8133;4053;6760;4257
6760;4257;6459;271;7102;4464
6801;1411;2340;7140;3377;7201
6809;5633;342;2730;2080;2050
6814;7619;1372;909;9889;1116
6884;81;8288;198;1668;2894
6908;8488;231;5863;6245;9787
6909;8323;8414;1640;9231;7934
6927;127;2001;8140;5169;8973
6937;3405;9372;3781;2513;6470
6939;5382;6509;8055;380;1867
6954;5253;5569;5040;7738;6497
6957;8971;8794;2442;958;4637
7051;9506;8105;6636;9448;6209
7068;1732;4304;633;5604;2813
7075;9240;6582;8683;7710;5552
7102;271;6459;4464;4257;3072
7140;2340;6801;1411;3377;7201
7153;965;9708;4019;3582;4034
7185;9677;3233;9721;900;4419
7201;4447;6417;7140;6801;1411
7405;910;501;4267;3749;1965
7549;1116;5357;6619;9889;2712
7589;9612;4637;2442;8187;6957
7614;8744;4034;3582;3922;9140
7619;6814;1372;909;9889;1116
7634;6387;4502;1601;614;4008
7703;1031;9372;3405;3753;4283
7707;2376;4310;6618;5045;5919
7708;4995;1732;7068;633;4304
7710;9523;5790;8683;8853;9240
7738;6497;5040;8054;8454;8328
7772;6011;9973;9237;2459;1526
7801;1965;7405;501;910;4267
7812;3414;6626;4660;426;5574
7817;9861;1518;2099;2353;4162
7840;1957;5687;1619;6353;9140
7887;3160;8757;2168;9339;8187
7901;6669;6189;4511;9787;9707
7931;168;9124;6169;7051;9506
7934;8414;1640;9643;1657;544
8044;8074;730;5679;480;717
8054;8454;7738;5040;6497;5872
8055;380;5382;6939;4141;6250
8065;3190;1071;4034;3582;5339
8066;8736;6401;717;5679;5383
8074;8044;730;5679;717;8736
8081;8804;2789;8973;5638;6927
8105;6209;7051;6636;9448;9506
8133;4053;4464;6459;4257;271
8140;2001;6927;8973;127;5169
8187;2442;4637;9612;7589;2168
8208;3270;3743;6584;8927;4845
8220;1645;6401;8736;8066;717
8285;3185;5919;8498;1675;394
8288;81;5420;4667;6482;2894
8313;3402;6250;2902;4704;8328
8323;9231;6909;8414;1640;7934
8324;4478;9188;2859;9514;5924
8328;6497;4704;2902;7738;8454
8414;1640;7934;6909;8323;9643
8437;5461;9417;961;1556;46
8439;3488;1113;1031;4267;3749
8454;8054;7738;5872;6497;1968
8455;1783;3163;4387;130;9206
8488;6908;130;9206;2748;1806
8498;1675;8285;3185;394;5919
8527;1762;5657;6189;6669;198
8664;350;926;5371;5357;6619
8683;5790;9523;7710;4674;1514
8704;7068;1732;4304;5604;633
8736;6401;717;5383;8066;8074
8744;7614;4034;3582;3922;9140
8757;8908;9506;3160;9448;6636
8794;8971;6957;958;2442;8851
8795;2990;3750;6431;43;5739
8804;8081;2789;8973;5638;6927
8851;8794;8971;6957;4930;9339
8853;3916;9567;3436;8881;8977
8881;8977;675;3436;9567;3916
8892;5040;7738;8054;8454;6954
8908;9506;9448;6636;8757;7051
8912;3852;674;3497;9064;3908
8919;5267;3944;3497;9064;3908
8927;3743;8208;3270;4845;6584
8939;1363;3134;801;1619;5339
8963;6540;5962;2364;1932;9323
8971;8794;6957;958;2442;68
8973;8804;8081;2789;8140;6927
8977;8881;675;3436;9567;3916
9064;3908;843;3497;3852;8912
9124;6169;168;7931;8757;8908
9140;3922;6353;1619;5687;8744
9145;5220;5791;1555;3893;2391
9188;4478;8324;2859;9514;5924
9206;130;4387;2748;1806;1783
9231;8323;6909;8414;1640;9896
9237;2459;7772;6011;1526;9973
9240;7075;6582;8683;7710;5552
9286;9288;9896;674;9231;8912
9288;9286;9896;674;9231;8912
9323;2340;7140;6801;1411;3377
9339;2168;8187;7887;3160;2442
9365;4673;4470;5527;600;3609
9372;3405;7703;3753;1570;5937
9413;3547;9441;1643;4667;5420
9417;5461;961;1556;8437;46
9441;4667;9413;5420;2894;3547
9448;6636;9506;8908;7051;8105
9506;9448;6636;8908;7051;8105
9514;5924;2859;9188;4478;8324
9523;5790;7710;8683;2050;8853
